"PassengerId","Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Supervivencia","edat"
863,"1","1","female",48,0,0,25.9292,"S","Survived","41-50"
864,"0","3","female",29,8,2,69.55,"S","No_Survived","21-30"
865,"0","2","male",24,0,0,13,"S","No_Survived","21-30"
866,"1","2","female",42,0,0,13,"S","Survived","41-50"
867,"1","2","female",27,1,0,13.8583,"C","Survived","21-30"
868,"0","1","male",31,0,0,50.4958,"S","No_Survived","31-40"
869,"0","3","male",29,0,0,9.5,"S","No_Survived","21-30"
870,"1","3","male",4,1,1,11.1333,"S","Survived","0-20"
871,"0","3","male",26,0,0,7.8958,"S","No_Survived","21-30"
872,"1","1","female",47,1,1,52.5542,"S","Survived","41-50"
873,"0","1","male",33,0,0,5,"S","No_Survived","31-40"
874,"0","3","male",47,0,0,9,"S","No_Survived","41-50"
875,"1","2","female",28,1,0,24,"C","Survived","21-30"
876,"1","3","female",15,0,0,7.225,"C","Survived","0-20"
877,"0","3","male",20,0,0,9.8458,"S","No_Survived","0-20"
878,"0","3","male",19,0,0,7.8958,"S","No_Survived","0-20"
879,"0","3","male",29,0,0,7.8958,"S","No_Survived","21-30"
880,"1","1","female",56,0,1,83.1583,"C","Survived","51-60"
881,"1","2","female",25,0,1,26,"S","Survived","21-30"
882,"0","3","male",33,0,0,7.8958,"S","No_Survived","31-40"
883,"0","3","female",22,0,0,10.5167,"S","No_Survived","21-30"
884,"0","2","male",28,0,0,10.5,"S","No_Survived","21-30"
885,"0","3","male",25,0,0,7.05,"S","No_Survived","21-30"
886,"0","3","female",39,0,5,29.125,"Q","No_Survived","31-40"
887,"0","2","male",27,0,0,13,"S","No_Survived","21-30"
888,"1","1","female",19,0,0,30,"S","Survived","0-20"
889,"0","3","female",29,1,2,23.45,"S","No_Survived","21-30"
890,"1","1","male",26,0,0,30,"C","Survived","21-30"
891,"0","3","male",32,0,0,7.75,"Q","No_Survived","31-40"
